Year;Rank;School;Location;Median_VCE_Score
2019;578;Upper Yarra Secondary College;Yarra Junction;26
2019;579;Upwey High School;Upwey;26
2019;580;Van Khoa Vietnamese Language School South Yarra;South Yarra;N/A
2019;581;Vermont Secondary College;Vermont;32
2019;582;Victoria University Polytechnic;Footscray;21
2019;583;Victoria University Secondary College Brimbank Campus;St Albans;27
2019;584;Victorian College for the Deaf;Melbourne;42
2019;585;Victorian College of the Arts Secondary School;Southbank;33
2019;586;Victorian Tamil Association;Glen Waverley;N/A
2019;587;Victorian Virtual Learning Network;Bendigo;N/A
2019;588;Victory Christian College;Strathdale;28
2019;589;Victory Lutheran College;Wodonga;29
2019;590;Viewbank College;Viewbank;32
2019;591;Virtual School Victoria;Thornbury;28
2019;592;VSL Altona North-Footscray-Sunshine-Ballarat;Thornbury;N/A
2019;593;VSL Box Hill-Blackburn-Doncaster;Thornbury;N/A
2019;594;VSL Creekside-Melton;Thornbury;N/A
2019;595;VSL Croydon-Shepparton-Bendigo-Warrnambool;Thornbury;N/A
2019;596;VSL Dandenong-Hampton Park-Berwick;Thornbury;N/A
2019;597;VSL Distance Education;Thornbury;N/A
2019;598;VSL Glen Waverley-Carwatha-Mildura;Thornbury;N/A
2019;599;VSL Keilor Downs-Craigieburn-Taylors Lakes;Thornbury;N/A
2019;600;VSL North Geelong-Matthew Flinders-Werribee-Point Cook;Thornbury;N/A
2019;601;VSL Thomastown-Lalor-Roxburgh Park-Epping;Thornbury;N/A
2019;602;VSL Traralgon-Brentwood-Haileybury-Mentone;Thornbury;N/A
2019;603;VSL University-Brunswick-Collingwood;Thornbury;N/A
2019;604;VSL Westall-South Oakleigh-McKinnon;Thornbury;N/A
2019;605;Wallan Secondary College;Wallan;22
2019;606;Wanganui Park Secondary College;Shepparton;27
2019;607;Wangaratta High School;Wangaratta;27
2019;608;Wantirna College;Wantirna;27
2019;609;Warracknabeal Secondary College;Warracknabeal;28
2019;610;Warragul Regional College;Warragul;27
2019;611;Warrandyte High School;Warrandyte;26
2019;612;Warrnambool College;Warrnambool;27
2019;613;Waverley Christian College Wantirna South;Wantirna South;33
2019;614;Wedderburn College;Wedderburn;31
2019;615;Wellington Secondary College;Mulgrave;29
2019;616;Werribee Secondary College;Werribee;31
2019;617;Wesley College Glen Waverley;Glen Waverley;32
2019;618;Wesley College St Kilda Rd;Melbourne;33
2019;619;Westall Secondary College;Clayton South;27
2019;620;Westbourne Grammar School;Truganina;34
2019;621;Western Chinese Language School Braybrook;Braybrook;N/A
2019;622;Western Heights College;Hamlyn Heights;24
2019;623;Western Port Secondary College;Hastings;23
2019;624;Western Senior Secondary College;West Melbourne;0
2019;625;Wheelers Hill Secondary College;Wheelers Hill;27
2019;626;Whitefriars College;Donvale;31
2019;627;Whittlesea Secondary College;Whittlesea;25
2019;628;William Angliss Institute of TAFE;Melbourne;0
2019;629;William Ruthven Secondary College;Reservoir;27
2019;630;Williamstown High School;Williamstown;31
2019;631;Wodonga Institute of TAFE;West Wodonga;0
2019;632;Wodonga Senior Secondary College;Wodonga;23
2019;633;Wonthaggi Secondary College;Wonthaggi;27
2019;634;Woodleigh School;Langwarrin South;33
2019;635;Woodmans Hill Secondary College;Ballarat East;25
2019;636;Wycheproof P-12 College;Wycheproof;27
2019;637;Wyndham Central Secondary College;Werribee;27
2019;638;Wyndham Community and Education Centre;Werribee;0
2019;639;Xavier College;Kew;34
2019;640;Xin Jin Shan Chinese Language and Culture School;Mount Waverley;N/A
2019;641;Yarra Hills Secondary College Mooroolbark;Mooroolbark;25
2019;642;Yarra Valley Grammar School;Ringwood;34
2019;643;Yarram Secondary College;Yarram;23
2019;644;Yarrawonga College P-12;Yarrawonga;26
2019;645;Yea High School;Yea;26
2019;646;Yeshivah College;St Kilda East;35
2019;647;Yesodei Hatorah College Secondary Campus;Ormond;34
2019;648;Yuille Park Community College;Wendouree;0
2020;1;Academy of Mary Immaculate;Fitzroy;30
2020;2;Adass Israel School Elsternwick;Elsternwick;0
2020;3;Adass Israel School St Kilda East;St Kilda East;0
2020;4;Advance College of Education;Rosebud;0
2020;5;Aitken College;Greenvale;29
2020;6;Al Siraat College;Epping;28
2020;7;Al-Taqwa College Islamic Schools of Vic;Truganina;27
2020;8;Albert Park College;Albert Park;31
2020;9;Albury Wodonga Community College;Wodonga;0
2020;10;Alexandra Secondary College;Alexandra;27
2020;11;Alia College;Hawthorn East;23
2020;12;Alice Miller School Macedon;Macedon;32
2020;13;Alkira Secondary College;Cranbourne North;30
2020;14;Alphington Grammar School;Alphington;31
2020;15;Altona College;Altona;29
2020;16;Antonine College Senior Campus;Pascoe Vale South;27
2020;17;Apollo Bay P-12 College;Apollo Bay;29
2020;18;Aquinas College;Ringwood;30
2020;19;Ararat College;Ararat;23
2020;20;Armenian Aginian School Surrey Hills;Surrey Hills;N/A
2020;21;Ashwood High School;Ashwood;28
2020;22;Assumption College;Kilmore;28
2020;23;Auburn High School;Hawthorn East;31
2020;24;Australian International Academy Caroline Springs;Caroline Springs;27
2020;25;Australian International Academy Coburg;North Coburg;26
2020;26;Austurk Saturday Turkish School;Gladstone Park;N/A
2020;27;Ave Maria College;Aberfeldie;32
2020;28;Avila College;Mount Waverley;31
2020;29;Bacchus Marsh College;Bacchus Marsh;24
2020;30;Bacchus Marsh Grammar;Bacchus Marsh;31
2020;31;Baimbridge College;Hamilton;24
2020;32;Bairnsdale Secondary College;Bairnsdale;25
2020;33;Balcombe Grammar School;Mount Martha;30
2020;34;Ballarat Christian College;Sebastopol;29
2020;35;Ballarat Clarendon College;Ballarat;38
2020;36;Ballarat Grammar School;Wendouree;32
2020;37;Ballarat High School;Ballarat;28
2020;38;Balmoral Community College;Balmoral;0
2020;39;Balwyn High School;Balwyn North;33
2020;40;Bayside Christian College;Langwarrin South;30
2020;41;Bayside College Paisley Campus;Newport;29
2020;42;Bayswater Secondary College;Bayswater;25
2020;43;Bayview College;Portland;30
2020;44;Beaconhills College Berwick;Berwick;31
2020;45;Beaconhills College Pakenham;Pakenham;30
2020;46;Beaufort Secondary College;Beaufort;28
2020;47;Beechworth Secondary College;Beechworth;29
2020;48;Belgrave Heights Christian School;Belgrave Heights;30
2020;49;Bellarine Secondary College;Drysdale;26
2020;50;Belmont High School;Belmont;28
2020;201;Glenroy Neighbourhood Centre;Glenroy;0
2020;202;Glenroy Secondary College;Glenroy;20
2020;203;Good News Lutheran College;Tarneit;26
2020;204;Good Shepherd College;Hamilton;26
2020;205;Gordon Institute of TAFE;Geelong;27
2020;206;Goroke P-12 College;Goroke;0
2020;207;Goulburn Ovens Institute of TAFE;Shepparton;0
2020;208;Goulburn Valley Grammar School;Shepparton;35
2020;209;Greater Shepparton Secondary College McGuire Campus;Shepparton;22
2020;210;Greater Shepparton Secondary College Wanganui Campus;Shepparton;24
2020;211;Greek Orthodox Community of Melbourne and Victoria;Melbourne;N/A
2020;212;Greensborough Secondary College;Greensborough;27
2020;213;Grovedale College;Grovedale;25
2020;214;Haileybury College;Keysborough;35
2020;215;Haileybury College Tianjin Campus;Tianjin, China;N/A
2020;216;Haileybury Dili International School;Dili, Timor-Leste;N/A
2020;217;Haileybury Girls College;Keysborough;36
2020;218;Haileybury Luoyang No 1 High School;Luoyang, China;N/A
2020;219;Haileybury Ningbo Li Hui Li High School;Ningbo, China;N/A
2020;220;Haileybury Qingdao No 19 High School;Qingdao, China;N/A
2020;221;Haileybury Rendall School;Berrimah, NT;32
2020;222;Haileybury Wuhan Foreign Language School;Wuhan, China;N/A
2020;223;Hallam Secondary College;Hallam;23
2020;224;Hampton Park Secondary College;Hampton Park;27
2020;225;Hawkesdale College;Hawkesdale;30
2020;226;Hazel Glen College;Doreen;26
2020;227;Healesville High School;Healesville;27
2020;228;Heathdale Christian College;Werribee;29
2020;229;Heatherton Christian College;Clarinda;28
2020;230;Heathmont College;Heathmont;26
2020;231;Heritage College Officer;Officer;21
2020;232;Hester Hornbrook Academy;Melbourne;0
2020;233;Heywood and District Secondary College;Heywood;24
2020;234;Highvale Secondary College;Glen Waverley;30
2020;235;Highview Christian Community College;Maryborough;27
2020;236;Hillcrest Christian College;Clyde North;30
2020;237;Holmes Secondary College;Melbourne;28
2020;238;Holmesglen Institute of TAFE Holmesglen;Chadstone;0
2020;239;Holmesglen Institute of TAFE Moorabbin;Moorabbin;0
2020;240;Holy Trinity Lutheran College;Horsham;29
2020;241;Hopetoun P-12 College;Hopetoun;31
2020;242;Hoppers Crossing Secondary College;Hoppers Crossing;29
2020;243;Horsham College;Horsham;29
2020;244;Hume Anglican Grammar;Mickleham;31
2020;245;Hume Central Secondary College Town Park;Broadmeadows;26
2020;246;Huntingtower School;Mount Waverley;36
2020;247;Ilim College Kiewa Campus Dallas;Dallas;29
2020;248;Ilim College of Australia;Broadmeadows;30
2020;249;Islamic College of Melbourne;Tarneit;30
2020;250;Islamic Community Milli Gorus Australia Foundation;Broadmeadows;N/A
2020;251;Ivanhoe Girls Grammar School;Ivanhoe;35
2020;252;Ivanhoe Grammar School Plenty;Doreen;33
2020;253;Ivanhoe Grammar School Ridgeway;Ivanhoe;32
2020;254;John Fawkner College;Fawkner;20
2020;255;John Monash Science School;Clayton;34
2020;256;John Paul College;Frankston;29
2020;257;Kambrya College;Berwick;31
2020;258;Kangan Institute of TAFE;Broadmeadows;0
2020;259;Kaniva P-12 College;Kaniva;31
2020;260;Kardinia International College;Bell Post Hill;31
2020;261;Keilor Downs College;Keilor Downs;30
2020;262;Kensington Community High School;Kensington;0
2020;263;Kerang Christian College;Kerang;25
2020;264;Kerang Technical High School;Kerang;28
2020;265;Kew High School;Kew East;31
2020;266;Keysborough Secondary College Acacia;Keysborough;28
2020;267;Keysborough Secondary College Banksia;Springvale South;28
2020;268;Kilbreda College;Mentone;33
2020;269;Killester College;Springvale;31
2020;270;Kilvington Grammar School;Ormond;35
2020;271;Kings College;Warrnambool;27
2020;272;Kingswood College;Box Hill;33
2020;273;Kolbe Catholic College;Greenvale Lakes;26
2020;274;Koo Wee Rup Secondary College;Koo Wee Rup;28
2020;275;Koonung Secondary College;Mont Albert North;32
2020;276;Korean Language School of Melbourne;Prahran;N/A
2020;277;Korowa Anglican Girls School;Glen Iris;36
2020;278;Korumburra Secondary College;Korumburra;27
2020;279;Kurnai College Churchill Campus;Churchill;27
2020;280;Kurnai College University Campus;Churchill;N/A
2020;281;Kurunjang Secondary College;Melton;25
2020;282;Kyabram Secondary College;Kyabram;27
2020;283;Kyneton High School;Kyneton;27
2020;284;Lac Hong Vietnamese School Footscray;Footscray;N/A
2020;285;Lac Hong Vietnamese School St Albans;St Albans;N/A
2020;286;Lake Bolac College;Lake Bolac;0
2020;287;Lakes Entrance Secondary College;Lakes Entrance;25
2020;288;Lakeside Lutheran College;Pakenham;26
2020;289;Lakeview Senior College;Caroline Springs;28
2020;290;Lalor North Secondary College;Epping;24
2020;291;Lalor Secondary College;Lalor;27
2020;292;Lara Secondary College;Lara;25
2020;293;Lauriston Girls School;Armadale;35
2020;294;Lavalla Catholic College;Traralgon;28
2020;295;Lavers Hill K-12 College;Lavers Hill;27
2020;296;Laverton P-12 College;Laverton;22
2020;297;Leibler Yavneh College;Elsternwick;35
2020;298;Leongatha Secondary College;Leongatha;27
2020;299;Lighthouse Christian College;Keysborough;30
2020;300;Lighthouse Christian College Cranbourne;Cranbourne;31
2020;301;Lilydale Heights College;Lilydale;25
2020;302;Lilydale High School;Lilydale;28
2020;303;Little Yarra Steiner School;Yarra Junction;0
2020;304;Loreto College;Ballarat;31
2020;305;Loreto Mandeville Hall;Toorak;36
2020;306;Lorne P-12 College;Lorne;27
2020;307;Lowanna College;Newborough;27
2020;308;Lowther Hall Anglican Grammar School;Essendon;35
2020;309;Loyola College;Watsonia;30
2020;310;Luther College;Croydon Hills;33
2020;311;Lynall Hall Community School;Richmond;0
2020;312;Lyndale Secondary College;Dandenong North;28
2020;313;Lyndhurst Secondary College;Cranbourne;26
2020;314;MacKillop Catholic Regional College;Werribee;29
2020;315;Macleod College;Macleod;25
2020;316;Macrobertson Girls High School;Melbourne;37
2020;317;Maffra Secondary College;Maffra;26
2020;318;Mallacoota P-12 College;Mallacoota;30
2020;319;Manangatang P-12 College;Manangatang;0
2020;320;Manor Lakes P-12 College;Wyndham Vale;23
2020;321;Mansfield Secondary College;Mansfield;29
2020;322;Maranatha Christian School;Endeavour Hills;30
2020;323;Marcellin College;Bulleen;30
2020;324;Marian College Ararat;Ararat;26
2020;325;Marian College Myrtleford;Myrtleford;28
2020;326;Marian College Sunshine West;Sunshine West;28
2020;327;Maribyrnong Secondary College;Maribyrnong;29
2020;328;Marist College Bendigo;Maiden Gully;28
2020;329;Marist Sion College;Warragul;29
2020;330;Mary MacKillop Catholic College;Leongatha;28
2020;331;Maryborough Education Centre;Maryborough;27
2020;332;Marymede Catholic College;South Morang;30
2020;333;Mater Christi College;Belgrave;32
2020;334;Matthew Flinders Girls Secondary College;Geelong;29
2020;335;Mazenod College;Mulgrave;32
2020;336;McClelland Secondary College;Frankston;29
2020;337;McKinnon Secondary College;McKinnon;33
2020;338;Melba Secondary College;Croydon;29
2020;339;Melbourne Girls College;Richmond;33
2020;340;Melbourne Girls Grammar;South Yarra;35
2020;341;Melbourne Grammar School;Melbourne;34
2020;342;Melbourne High School;South Yarra;37
2020;343;Melbourne International School of Japanese;Oakleigh South;N/A
2020;344;Melbourne Montessori School Senior Campus;Brighton East;0
2020;345;Melbourne Polytechnic;Preston;0
2020;346;Melbourne Rudolf Steiner School;Warranwood;31
2020;347;Melbourne Swedish Community School Association;Toorak;N/A
2020;348;Melton Christian College;Brookfield;26
2020;349;Melton Secondary College;Melton;26
2020;350;Mentone Girls Grammar School;Mentone;35
2020;351;Mentone Girls Secondary College;Mentone;30
2020;352;Mentone Grammar School;Mentone;34
2020;353;Mercy College;Coburg;29
2020;354;Mercy Regional College;Camperdown;26
2020;355;Merinda Park Learning Centre;Cranbourne North;0
2020;356;Methodist Ladies College;Kew;36
2020;357;Mildura Senior College;Mildura;25
2020;358;Mill Park Secondary College;Epping;25
2020;359;Minaret College Officer;Officer;27
2020;360;Minaret College Springvale;Springvale;29
2020;361;Mirboo North Secondary College;Mirboo North;26
2020;362;Monbulk College;Monbulk;27
2020;363;Monivae College;Hamilton;28
2020;364;Monterey Secondary College;Frankston North;26
2020;365;Montmorency Secondary College;Montmorency;29
2020;366;Mooroolbark College;Mooroolbark;28
2020;367;Mordialloc College;Mordialloc;30
2020;368;Mornington Secondary College;Mornington;27
2020;369;Mortlake College;Mortlake;33
2020;370;Mount Alexander 7-12 College;Flemington;31
2020;371;Mount Beauty Secondary College;Mount Beauty;28
2020;372;Mount Clear College;Mount Clear;27
2020;373;Mount Eliza Secondary College;Mount Eliza;31
2020;374;Mount Erin College;Frankston South;27
2020;375;Mount Evelyn Christian School;Mount Evelyn;31
2020;376;Mount Hira College;Keysborough;25
2020;377;Mount Lilydale Mercy College;Lilydale;28
2020;378;Mount Ridley P-12 College;Craigieburn;25
2020;379;Mount Rowan Secondary College;Wendouree;25
2020;380;Mount Scopus Memorial College;Burwood;38
2020;381;Mount St Joseph Girls College;Altona;31
2020;382;Mount Waverley Secondary College;Mount Waverley;31
2020;383;Mountain District Christian School;Monbulk;27
2020;384;Mountain District Learning Centre;Ferntree Gully;0
2020;385;Mullauna College;Mitcham;28
2020;386;Murrayville Community College;Murrayville;29
2020;387;Murtoa P-12 College;Murtoa;26
2020;388;Myrtleford P-12 College;Myrtleford;28
2020;389;Nagle College;Bairnsdale;29
2020;390;Narre Warren South P-12 College;Narre Warren South;33
2020;391;Nathalia Secondary College;Nathalia;28
2020;392;Nazareth College;Noble Park North;29
2020;393;Neerim District Secondary College;Neerim South;25
2020;394;Nestoras College Doncaster;Doncaster;N/A
2020;395;New Century Chinese Language School;Burwood East;N/A
2020;396;New Chinese Language and Culture School Thornbury;Thornbury;N/A
2020;397;Newcomb Secondary College;Newcomb;26
2020;398;Newhaven College;Rhyll;31
2020;399;Nhill College;Nhill;27
2020;400;Noble Park Secondary College;Noble Park;25
2020;401;North Geelong Secondary College;Geelong North;25
